feature,value,0,1,2,3,4,5,<s>
num_mlp_1_1_outputs,3,0.7674481,0.50045776,-0.289503,-0.44836032,0.4852243,-0.016948106,-1.2601215
num_mlp_1_1_outputs,4,-0.7400813,0.16900058,-4.977541,1.0125582,-0.45709985,1.7452376,2.714795
num_mlp_1_1_outputs,5,-0.28655252,0.29892597,1.5193546,-0.22919363,-0.41011804,-0.8060787,-0.88313174
num_mlp_1_1_outputs,6,-0.078500815,0.03611398,0.16364683,-0.17724961,-0.35404816,-0.09499671,0.37187374
num_mlp_1_1_outputs,7,-0.1088168,0.0060385615,-0.32459602,-0.24522184,0.03446852,0.2899958,0.026656449
num_mlp_2_0_outputs,0,-1.7069205,1.5970774,-1.745195,1.2708503,0.8050988,0.6993744,-1.7182995
num_mlp_2_0_outputs,1,-0.573716,2.253174,-0.14293692,-1.9872667,-0.77950215,-0.8368776,-0.4908985
num_mlp_2_0_outputs,2,-0.14139815,-0.037457723,0.1387505,0.026768126,0.058694065,0.072518386,-0.92633665
num_mlp_2_0_outputs,3,-0.09647245,1.2345988,0.6414764,0.08597188,-0.33607143,-0.45088118,-1.5219079
num_mlp_2_0_outputs,4,0.6320502,-2.246431,0.33298305,-0.43431187,0.6766733,0.78322893,-0.7646477
num_mlp_2_0_outputs,5,0.490219,-0.8352572,0.9953866,-0.635403,0.45236203,0.43382126,1.6842006
num_mlp_2_0_outputs,6,-0.027124599,-1.2308282,0.3879743,-1.0850682,0.0064308676,-0.09231325,0.30860063
num_mlp_2_0_outputs,7,-0.7020544,-0.602578,0.048513386,2.6371183,-0.6286458,-0.75233924,-2.6019118
num_mlp_2_1_outputs,0,0.43042046,0.97332877,0.6306966,0.039650746,-0.13027497,0.09631906,-1.2667739
num_mlp_2_1_outputs,1,0.60912615,0.6958818,0.7571576,0.20257792,0.018237462,0.2191581,-0.9761182
num_mlp_2_1_outputs,2,0.5327846,0.35824707,0.74489045,0.13214962,-0.09349266,0.07195105,-0.8930405
num_mlp_2_1_outputs,3,0.39062214,-0.43513626,0.40478468,-0.26060605,0.67958635,0.6256917,2.5344172
num_mlp_2_1_outputs,4,0.54595697,0.14492352,0.5565301,-0.11723175,0.055613838,0.066292785,-0.17356822
num_mlp_2_1_outputs,5,-0.08621101,-0.3733618,0.07793845,-0.4827977,0.3684159,0.36354157,1.9704272
num_mlp_2_1_outputs,6,0.24545257,0.7282792,-0.0541454,-0.09539543,0.25740442,-0.48275405,0.14696124
num_mlp_2_1_outputs,7,-0.28359684,-0.15972501,0.012082143,-0.55877167,0.2972024,0.26389015,2.0929332
num_mlp_3_0_outputs,0,2.4248774,-1.7438847,2.5742056,-2.2910733,-1.3139663,-1.9891168,-1.2135247
num_mlp_3_0_outputs,1,0.30994123,0.07935477,0.14183736,-0.052891053,-0.4208121,0.042173967,-1.5783218
num_mlp_3_0_outputs,2,-0.13945636,1.6502143,0.16568,0.18753621,-0.073879026,0.41862285,-1.936879
num_mlp_3_0_outputs,3,-0.090906,-1.8847626,-0.7039576,-0.3825384,-0.5320653,-0.4232182,3.8566632
num_mlp_3_0_outputs,4,1.163487,-0.88730013,0.042325385,0.13525987,-0.046820875,0.22799502,0.28443044
num_mlp_3_0_outputs,5,0.12506773,0.13514608,-0.19695067,0.014738727,-0.1423859,0.5972713,0.14283861
num_mlp_3_0_outputs,6,0.52523404,-0.416182,0.07014747,0.28459296,-0.03238657,0.78153694,0.7774521
num_mlp_3_0_outputs,7,0.3649745,-0.8750279,-0.23341876,0.10300249,-0.05912468,0.3391468,1.5642791
num_mlp_3_1_outputs,0,0.16376895,0.08734904,0.24532086,0.028703865,0.4927798,0.30784866,-1.0531981
num_mlp_3_1_outputs,1,-0.17053033,0.41798738,0.2866114,-0.1495406,0.4863374,0.29184064,0.29250804
num_mlp_3_1_outputs,2,-0.14104526,-0.09309412,0.18247208,-0.2637684,0.26994815,0.021124624,0.1760991
num_mlp_3_1_outputs,3,-0.027071707,-0.24471743,0.28428423,-0.169844,0.34890294,0.000843602,0.31295502
num_mlp_3_1_outputs,4,-0.15340985,-0.1651033,0.01941335,-0.2166406,0.25783747,-0.03385993,0.4194156
num_mlp_3_1_outputs,5,-0.41412416,0.082613125,-0.079753235,-0.22417568,0.021606674,-0.42910197,-0.75413114
num_mlp_3_1_outputs,6,-0.05849473,-0.026188837,0.018010573,0.09781789,0.46806157,-0.20557097,0.1836561
num_mlp_3_1_outputs,7,0.11415859,0.11830824,0.38951716,0.06382325,0.487728,0.22503653,0.45996866
num_var0_embeddings,_,0.19250062,-0.16782744,0.33063087,-0.05830382,-0.03875812,0.2532007,0.14331202
positions,0,0.32471907,0.030047698,0.48049963,-0.58132887,0.08054477,0.7320712,0.046611927
positions,1,-0.0042206994,0.6600059,4.842731,1.2851484,2.3366024,2.0196428,-3.1093302
positions,2,1.4242687,3.538413,-0.073378325,1.1342865,-0.015706725,2.30334,-3.9430623
positions,3,1.5503075,1.1558235,1.326326,-0.13470729,1.4413723,-0.26690292,-1.8600616
positions,4,-1.054432,-0.8092991,-1.0588119,1.3066626,-1.2115078,-2.4444296,4.517194
positions,5,-2.022626,-2.2024245,-1.9376539,-0.92436314,0.6534047,-0.42401877,0.36188316
positions,6,-1.8408984,-2.190244,-1.6031013,-3.513801,0.18445978,0.38631934,0.4949803
positions,7,-3.630174,-3.2752264,-5.754141,-4.1338596,-3.2748907,-2.9508574,4.316643
tokens,0,1.5935875,0.07490067,-1.0174301,-0.8307921,-1.2288072,-0.30622151,-0.6103896
tokens,1,-1.1502808,0.5152329,0.45489684,-0.87577873,-0.78198063,0.26501265,0.10525883
tokens,2,-1.4096712,0.07873497,0.9742668,-0.66266054,-0.5496605,-0.2145843,-0.11385549
tokens,3,-1.2878243,0.078110605,-0.10893354,0.7885638,-0.17609704,-0.04577882,0.07166703
tokens,4,-1.2049634,0.31319225,-0.38484606,-0.5298968,1.0438249,0.061890326,-0.14517722
tokens,5,-0.31789288,-0.009676382,-0.39632955,-0.79610854,-0.65341145,0.84873664,-0.78777176
tokens,<pad>,-0.032304004,0.09486509,-0.69946647,-0.16370314,-0.4190129,-0.48883265,-0.2892086
tokens,<s>,-0.18674275,-0.15407108,-0.32813203,0.44667494,-0.16764574,-0.6005642,-0.052651852
